SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540762,TIINDIA     ,A ,Q,392.10,397.00,389.95,395.00,393.50,388.20,202,3786,1494866.00,
540767,RNAM        ,A ,Q,217.70,222.50,215.05,219.70,219.00,216.25,823,62652,13824063.00,
540768,MAHLOG      ,A ,Q,485.05,491.95,483.50,489.55,491.95,487.85,140,1700,829493.00,
540769,NIACL       ,A ,Q,159.50,160.55,156.05,159.35,159.35,159.90,198,3589,568256.00,
540774,IFGLEXPOR   ,B ,Q,199.30,207.05,199.30,203.95,203.95,205.65,10,315,64082.00,
540775,KHADIM      ,B ,Q,328.00,333.10,314.60,322.45,321.00,326.30,48,474,152006.00,
540776,5PAISA      ,B ,Q,202.00,221.65,202.00,219.95,220.00,211.75,39,2535,555104.00,
540777,HDFCLIFE    ,A ,Q,451.65,451.65,444.80,445.25,444.85,449.90,1889,52564,23450931.00,
540782,SBRANDS     ,M ,Q,30.00,34.00,30.00,32.25,34.00,31.00,3,3000,94500.00,
540787,ICICIB22    ,B ,Q,38.40,38.85,38.40,38.69,38.55,38.37,160,54232,2096581.00,
540789,DNAMEDIA    ,B ,Q,0.67,0.73,0.67,0.70,0.73,0.70,6,618,426.00,
540793,HHOF1140RG  ,B ,Q,9.02,9.10,9.00,9.02,9.02,9.00,23,77999,702580.00,
540795,DYNAMIC     ,M ,Q,36.00,38.00,36.00,37.70,38.00,35.10,7,21000,782100.00,
540796,RATNABHUMI  ,M ,Q,73.00,73.05,73.00,73.05,73.05,70.05,7,16000,1168700.00,
540797,SHALBY      ,B ,Q,124.00,124.60,121.70,122.30,121.70,124.10,38,2147,264122.00,
540798,FSC         ,B ,Q,602.00,603.90,594.00,600.00,600.00,594.00,10,118,70734.00,
540809,MRCEXIM     ,M ,Q,2.20,2.20,2.20,2.20,2.20,2.30,1,8000,17600.00,
540821,SADHNA      ,X ,Q,12.95,12.95,12.00,12.32,12.00,12.35,4,730,9073.00,
540824,ASTRON      ,B ,Q,105.75,112.60,105.15,108.05,108.05,106.10,453,44606,4785806.00,
540843,RITHWIKFMS  ,M ,Q,35.00,35.25,35.00,35.25,35.25,35.00,2,6000,210750.00,
540861,IPRU3018    ,B ,Q,9.72,9.72,9.31,9.32,9.31,9.40,2,458,4268.00,
540874,7SEAS       ,Z ,Q,8.50,8.50,8.50,8.50,8.50,8.50,2,100,850.00,
540879,APOLLO      ,B ,Q,124.10,125.00,121.15,122.10,121.15,123.90,62,1660,204414.00,
540900,NEWGEN      ,B ,Q,310.00,310.00,302.00,304.60,302.00,309.30,63,1220,372938.00,
540901,PRAXIS      ,B ,Q,104.20,113.45,104.20,111.30,112.80,107.40,76,1250,139795.00,
540902,AMBER       ,B ,Q,813.55,836.15,813.55,826.10,834.20,809.80,52,262,215993.00,
540903,CRPRISK     ,M ,Q,32.50,33.80,29.60,33.75,33.75,32.00,8,16000,520800.00,
540923,AML         ,M ,Q,3.74,4.09,3.74,4.00,4.09,3.92,4,24000,94920.00,
540935,GALAXYSURF  ,B ,Q,1156.50,1159.25,1126.50,1143.70,1148.80,1156.25,127,456,521205.00,
540945,FSSPL       ,M ,Q,3.63,3.95,3.63,3.79,3.95,3.82,6,24000,88480.00,
540954,IWP         ,X ,Q,64.85,65.00,61.00,61.15,63.40,64.85,58,14458,915374.00,
540956,BHATIA      ,M ,Q,83.50,83.50,83.50,83.50,83.50,83.60,4,8000,668000.00,
540961,SHIVAMILLS  ,B ,Q,49.05,49.05,48.10,48.55,48.10,48.95,3,52,2525.00,
540975,ASTERDM     ,B ,Q,131.00,143.95,131.00,139.50,143.45,130.95,244,4962,686656.00,
541019,HGINFRA     ,B ,Q,285.00,285.30,275.30,278.80,284.00,283.95,99,1793,504174.00,
541097,LIQUIDETF   ,F ,Q,999.99,1000.01,999.99,1000.01,1000.01,1000.01,2,2750,2750022.00,
541143,BDL         ,B ,Q,285.00,304.85,281.85,292.65,292.65,285.85,474,11958,3540297.00,
541144,ACTIVE      ,M ,Q,18.00,20.00,18.00,20.00,20.00,19.80,2,4000,76000.00,
541152,ADVITIYA    ,M ,Q,70.55,70.55,70.55,70.55,70.55,64.15,2,8000,564400.00,
541153,BANDHANBNK  ,A ,Q,557.05,562.35,542.50,560.45,560.45,553.00,870,21043,11681203.00,
541154,HAL         ,A ,Q,700.00,710.00,692.00,701.65,701.50,701.95,114,981,685851.00,
541161,KARDA       ,B ,Q,205.00,207.00,204.20,205.25,207.00,203.00,37,1269,260324.00,
541163,SANDHAR     ,B ,Q,286.00,288.00,278.00,279.90,278.00,287.75,35,338,95677.00,
541179,ISEC        ,A ,Q,230.00,231.00,225.50,226.75,226.75,228.15,203,3947,898596.00,
541195,MIDHANI     ,B ,Q,126.90,128.20,126.15,126.50,126.15,126.65,110,4253,538482.00,
541206,OBCL        ,M ,Q,52.50,52.50,52.50,52.50,52.50,52.90,4,8000,420000.00,
541233,LEMONTREE   ,A ,Q,70.00,70.00,69.00,69.60,69.30,68.70,105,6642,461522.00,
541276,GARVIND     ,M ,Q,10.41,10.41,10.41,10.41,10.41,11.48,1,10000,104100.00,
541285,RXXXVI14G   ,F ,Q,10.16,10.16,10.16,10.16,10.16,10.13,2,1577500,16027400.00,
541301,ORIENTELEC  ,B ,Q,164.00,165.75,163.00,163.90,164.65,163.60,61,2063,337909.00,
541302,DHRUV       ,M ,Q,34.00,34.00,30.00,34.00,34.00,34.50,7,16000,515000.00,
541303,AKSHAR      ,M ,Q,16.05,16.20,16.05,16.20,16.20,16.85,2,6000,96750.00,
541304,INDOUS      ,M ,Q,86.00,86.00,86.00,86.00,86.00,89.95,1,2500,215000.00,
541336,INDOSTAR    ,A ,Q,372.00,372.00,357.05,361.40,361.40,373.95,224,2489,910823.00,
541337,MILEFUR     ,M ,Q,19.50,19.50,19.50,19.50,19.50,19.50,1,3000,58500.00,
541347,PARVATI     ,T ,Q,2.20,2.34,2.12,2.12,2.12,2.23,4,2002,4404.00,
541353,INNOVATORS  ,M ,Q,47.50,48.00,47.50,48.00,48.00,47.00,2,3200,152800.00,
541400,ZIMLAB      ,X ,Q,111.25,120.65,110.15,117.15,120.65,117.65,15,688,79997.00,
541401,ARIHANTINS  ,M ,Q,6.00,6.00,6.00,6.00,6.00,6.02,2,8000,48000.00,
541402,AFFORDABLE  ,M ,Q,103.60,103.60,103.60,103.60,103.60,107.95,1,1600,165760.00,
541403,DOLLAR      ,B ,Q,256.00,264.95,256.00,257.60,264.95,267.10,6,159,41206.00,
541445,WAA         ,M ,Q,38.00,38.00,38.00,38.00,38.00,37.15,1,800,30400.00,
541450,ADANIGREEN  ,A ,Q,42.80,43.10,41.95,42.55,42.25,42.85,321,63332,2694219.00,
541503,UNICK       ,XT,Q,19.50,19.50,19.50,19.50,19.50,20.50,1,33,643.00,
541540,SOLARA      ,B ,Q,472.50,483.00,456.80,479.35,483.00,467.35,245,8247,3890242.00,
541545,TALWGYM     ,B ,Q,106.75,107.50,105.10,106.80,106.00,108.35,125,149961,16048885.00,
541546,GAYAHWS     ,B ,Q,0.80,0.85,0.76,0.85,0.85,0.80,18,56195,45057.00,
541556,RITES       ,B ,Q,278.00,278.00,273.00,275.15,275.15,279.95,508,15344,4221807.00,
541557,FINEORG     ,B ,Q,1495.00,1495.00,1474.05,1480.85,1492.30,1499.95,76,413,612844.00,
541578,VARROC      ,B ,Q,473.85,484.75,473.00,478.45,478.00,471.95,499,7942,3807993.00,
541601,RAJNISH     ,M ,Q,155.95,172.45,155.95,172.45,172.45,159.00,4,4800,781380.00,
541627,HITECHWIND  ,XT,Q,15.15,15.15,15.15,15.15,15.15,15.90,1,50,757.00,
541678,TVF1G       ,B ,Q,8.99,8.99,8.99,8.99,8.99,8.94,2,1010,9079.00,
541700,TCNSBRANDS  ,B ,Q,799.25,826.60,796.10,817.40,810.00,803.20,98,528,429457.00,
541701,SUPERSHAKT  ,M ,Q,438.60,450.00,438.60,446.75,450.00,444.70,68,57600,25629060.00,
541702,ASHNI       ,XT,Q,4.06,4.06,3.87,3.87,3.87,3.87,2,297,1158.00,
541703,GFIL        ,M ,Q,55.00,55.00,55.00,55.00,55.00,53.00,1,1600,88000.00,
541725,IDFCEOS6RG  ,B ,Q,8.51,8.61,8.51,8.61,8.61,8.33,3,1043,8880.00,
541729,HDFCAMC     ,B ,Q,1829.90,1850.95,1820.10,1841.20,1841.20,1824.95,1804,14174,26100126.00,
541744,TVF2G       ,B ,Q,8.90,8.90,8.18,8.26,8.25,8.60,6,567,4650.00,
541770,CREDITACC   ,B ,Q,542.00,591.00,542.00,575.75,575.75,546.05,1184,20960,12018146.00,
541771,AMINTAN     ,X ,Q,1.08,1.28,1.08,1.24,1.24,1.20,16,13595,15112.00,
541778,DEEP        ,M ,Q,57.50,57.55,57.45,57.50,57.50,56.75,4,12000,690000.00,
541804,IPRU3168    ,B ,Q,9.00,9.00,8.60,8.75,8.85,8.36,5,4801,41725.00,
541809,ICICINXT50  ,B ,Q,27.79,27.79,27.62,27.71,27.62,27.56,3,3,83.00,
541890,SPACEINCUBA ,X ,Q,0.64,0.64,0.64,0.64,0.64,0.67,6,36000,23040.00,
541929,SGIL        ,M ,Q,92.50,92.50,92.00,92.00,92.00,95.00,7,16000,1474500.00,
541946,ICICILIQ    ,F ,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,2,7000,7000000.00,
541956,IRCON       ,B ,Q,400.20,404.00,396.40,398.30,398.85,397.25,124,2891,1156146.00,
541972,SETFSN50    ,B ,Q,331.15,331.80,331.00,331.80,331.80,330.46,4,203,67273.00,
541973,MACH        ,M ,Q,90.00,90.00,90.00,90.00,90.00,90.00,1,1500,135000.00,
541974,MANORAMA    ,M ,Q,212.00,212.00,210.90,211.30,211.30,210.00,15,10200,2155680.00,
541983,INNOVATIVE  ,M ,Q,164.50,170.10,164.50,170.10,170.10,162.00,3,31000,5267500.00,
541984,RIOSAG      ,B ,Q,10.30,10.30,9.68,9.68,9.68,10.50,4,100,984.00,
541988,AAVAS       ,B ,Q,1390.55,1419.90,1390.50,1410.20,1416.30,1392.25,241,1067,1505731.00,
541999,GENERAAGRI  ,X ,Q,6.19,6.19,6.19,6.19,6.19,6.19,2,500,3095.00,
542011,GRSE        ,B ,Q,117.15,119.00,116.00,118.75,118.40,118.10,299,43108,5116513.00,
542013,DOLFIN      ,M ,Q,37.50,37.50,37.50,37.50,37.50,37.50,1,2000,75000.00,
542025,SUNRETAIL   ,M ,Q,27.25,29.90,27.25,29.90,29.90,29.50,2,6000,171450.00,
542066,ADANIGAS    ,B ,Q,171.45,171.45,166.20,166.80,166.80,170.55,1238,75996,12743871.00,
542131,MAN50ETF    ,B ,Q,119.80,119.80,119.80,119.80,119.80,119.35,1,3,359.00,
542141,TECHNOE     ,B ,Q,253.00,260.95,250.00,258.00,260.95,255.00,18,280,71188.00,
542156,IPRU3218    ,B ,Q,9.95,9.95,9.06,9.19,9.20,9.10,12,4307,39360.00,
542158,IPRU3219    ,B ,Q,9.57,9.57,9.57,9.57,9.57,8.70,2,10,95.00,
542206,BTSYN       ,X ,Q,17.60,17.60,17.60,17.60,17.60,17.50,11,41000,721600.00,
542216,DALBHARAT   ,B ,Q,1161.00,1186.00,1159.45,1175.05,1166.00,1160.85,94,920,1073235.00,
542231,NILASPACES  ,B ,Q,1.63,1.78,1.62,1.78,1.78,1.70,45,38784,65000.00,
542233,TREJHARA    ,B ,Q,27.00,27.00,27.00,27.00,27.00,26.50,1,208,5616.00,
542248,DECCAN      ,M ,Q,97.00,100.50,97.00,99.60,99.50,99.00,16,37200,3698880.00,
542285,AXITA       ,M ,Q,87.95,92.00,87.95,90.30,92.00,89.00,3,6000,541900.00,
542323,KPIGLOBAL   ,M ,Q,67.00,67.00,63.55,65.15,65.15,65.95,4,6400,415600.00,
542333,CESCVENTURE ,B ,Q,445.70,452.35,434.90,440.15,442.85,440.50,151,2029,899909.00,
542337,SPENCER     ,B ,Q,102.05,104.20,97.75,103.10,101.15,102.70,401,21991,2218410.00,
542351,GLOSTERLTD  ,T ,Q,981.00,1001.00,969.00,1001.00,1001.00,983.00,9,1012,1005321.00,
542383,RITCO       ,M ,Q,75.80,76.00,74.15,75.55,75.75,74.90,9,14400,1086240.00,
542399,CHALET      ,B ,Q,343.35,352.00,333.45,351.00,352.00,331.55,5,31,10590.00,
542459,KRANTI      ,M ,Q,35.50,35.50,35.25,35.25,35.25,35.35,2,6000,212250.00,
542460,ANUP        ,B ,Q,486.00,499.00,486.00,490.75,490.00,490.65,42,849,416579.00,
542484,ARVINDFASN  ,B ,Q,764.00,770.40,760.00,766.35,768.00,759.85,124,1316,1008190.00,
542579,AGOL        ,M ,Q,48.45,48.50,48.10,48.50,48.50,47.95,19,106000,5139200.00,
542597,MSTC        ,B ,Q,95.20,96.70,95.00,95.05,95.05,95.70,46,1000,95330.00,
542602,EMBASSY     ,IF,Q,353.01,368.00,353.01,364.25,368.00,359.25,14,5600,2022048.00,
542627,CHANDNIMACH ,X ,Q,9.70,9.70,9.70,9.70,9.70,9.50,1,200,1940.00,
542628,NSL         ,M ,Q,37.60,38.90,36.10,36.85,36.10,36.00,10,30000,1116600.00,
542641,CKFSL       ,B ,Q,9.29,9.29,9.29,9.29,9.29,9.77,2,309,2870.00,
542649,RVNL        ,B ,Q,26.85,26.85,26.05,26.20,26.20,26.80,1489,787813,20707740.00,
542650,METROPOLIS  ,B ,Q,947.25,970.00,947.25,962.05,961.85,958.85,72,614,589178.00,
542651,KPITTECH    ,B ,Q,92.20,98.20,92.20,97.35,98.20,93.50,67,5357,514845.00,
542652,POLYCAB     ,B ,Q,605.90,606.15,600.00,601.75,600.00,601.30,222,4553,2741209.00,
542653,JINAAM      ,M ,Q,37.15,39.90,37.15,39.80,39.90,37.45,7,14000,530800.00,
542655,VIKASMCORP  ,B ,Q,3.27,3.83,3.03,3.77,3.80,3.26,143,778593,2691613.00,
542665,NEOGEN      ,B ,Q,291.25,312.00,290.60,307.30,310.75,299.45,393,7246,2181031.00,
542666,GKP         ,M ,Q,40.00,40.00,40.00,40.00,40.00,46.00,1,4000,160000.00,
542668,EVANS       ,M ,Q,148.00,148.00,148.00,148.00,148.00,135.00,1,2000,296000.00,
542670,ARTEMISELC  ,M ,Q,97.50,97.60,97.50,97.50,97.50,97.00,8,16000,1560300.00,
542677,MAHESH      ,XT,Q,26.35,26.35,26.35,26.35,26.35,27.70,1,1,26.00,
542678,CHCL        ,M ,Q,56.50,59.70,56.50,59.70,59.70,59.75,2,4000,232400.00,
542682,HARISH      ,XT,Q,39.15,39.15,39.15,39.15,39.15,37.30,6,239,9356.00,
555555,ICICISENSX  ,B ,Q,422.00,423.16,422.00,423.16,423.16,418.84,3,802,338733.00,
570001,TATAMTRTDVR ,A ,Q,82.00,85.00,81.10,84.60,84.60,81.05,1319,275236,22983317.00,
570002,FELDVR      ,B ,Q,34.90,34.90,32.60,32.65,32.60,32.85,3,31,1014.00,
570004,JISLBNDVR   ,B ,Q,30.00,31.60,27.15,30.75,30.90,29.90,320,34708,1017001.00,
580001,STAN CHART  ,B ,I,56.00,56.50,55.50,55.95,55.95,56.00,16,1571,88038.00,
590003,KARUR VY(PS ,B ,Q,78.50,78.50,77.40,77.50,77.80,78.05,143,16972,1317049.00,
590005,TIDE WATE(PS,B ,Q,4910.00,4923.90,4875.00,4905.20,4923.90,4935.60,70,127,622659.00,
590006,AMRUTANJAN  ,B ,Q,327.45,330.40,321.15,321.90,326.45,328.45,260,3633,1176570.00,
590013,XPRO INDI(PS,B ,Q,34.00,34.00,33.15,33.15,33.15,33.30,4,196,6599.00,
590018,HISARMET(PS ,B ,Q,58.15,60.00,55.65,57.95,57.85,59.65,25,1287,74943.00,
590021,BHARAT RA(PS,B ,Q,4075.05,4215.95,4070.00,4141.35,4080.00,4101.25,36,107,444661.00,
590022,EASTER SI(PS,T ,Q,1.79,1.79,1.71,1.71,1.71,1.80,7,2510,4292.00,
590024,FERT CHE(PS ,B ,Q,44.80,44.80,42.85,43.05,43.10,42.85,195,25528,1106994.00,
590025,GINNI FIL(PS,B ,Q,11.70,12.00,11.50,11.80,11.80,11.90,105,14425,167773.00,
590030,SOUTH PET(PS,B ,Q,23.25,23.60,23.00,23.20,23.20,23.25,44,5778,133934.00,
590031,DE NORA     ,B ,Q,243.90,243.90,236.70,236.85,240.90,235.05,18,136,32438.00,
590043,HARITA SEAT ,B ,Q,439.00,440.00,432.50,437.95,436.10,438.00,28,650,283819.00,
590051,SAKSOFT LTD ,B ,Q,340.00,367.00,335.95,356.85,356.85,341.90,721,20195,7153096.00,
590056,SALONA COTSP,B ,Q,95.90,96.90,90.00,91.00,91.00,95.95,16,546,51011.00,
590057,PROSEED     ,B ,Q,0.45,0.45,0.43,0.43,0.43,0.45,5,7239,3255.00,
590062,ANDHRA SUGAR,B ,Q,354.00,354.00,335.05,337.35,335.15,338.60,82,1914,650139.00,
590065,INDIA MOTOR ,B ,Q,864.20,864.20,851.00,859.90,859.90,866.50,7,138,117918.00,
590068,KHAITAN INDI,B ,Q,33.00,33.00,24.60,24.85,24.85,28.65,46,9121,229123.00,
590070,RADAAN MEDIA,B ,Q,2.20,2.20,2.03,2.03,2.03,2.20,6,1320,2722.00,
590071,SUNDARAM FIN,B ,Q,1659.70,1667.95,1613.75,1621.65,1635.00,1636.85,190,857,1393459.00,
590072,SUNDARAM BRK,B ,Q,317.50,335.00,317.50,324.35,323.50,320.10,45,321,104848.00,
590073,WHEELS INDIA,B ,Q,828.20,839.00,822.40,822.40,822.40,842.85,10,48,39796.00,
590075,LAMBODHARA T,B ,Q,43.85,44.90,43.85,43.85,43.85,43.00,9,507,22443.00,
590078,MAITHAN ALL ,B ,Q,613.70,631.45,613.40,623.35,623.35,607.80,175,2379,1487029.00,
590086,ORISSA MINE ,B ,Q,767.90,799.00,751.20,783.15,783.15,770.95,184,1605,1255249.00,
590095,GOLDBEES    ,E ,Q,2889.00,2889.00,2855.57,2860.67,2856.30,2875.49,79,698,2004266.00,
590096,LIQUIDBEES  ,F ,Q,999.99,1000.01,999.99,1000.00,1000.01,999.99,589,326976,326976551.00,
590097,KOTAKGOLDETF,E ,Q,283.11,284.99,281.50,282.17,281.50,285.00,11,88,24893.00,
590098,SBI GOLD ETS,E ,Q,2912.55,2922.99,2894.01,2909.76,2895.05,2920.00,14,49,142246.00,
590099,QUANTUM GOLD,E ,Q,1434.00,1434.00,1433.00,1433.00,1433.00,1436.05,13,108,154767.00,
590101,UTI GOLD ETF,E ,Q,2900.00,2900.00,2861.00,2876.63,2879.90,2880.17,18,306,878519.00,
590103,NIFTY BEES  ,B ,Q,1250.01,1260.00,1250.01,1259.36,1257.33,1254.54,73,373,468933.00,
590104,JUNIOR BEES ,B ,Q,283.23,285.28,282.54,285.28,285.28,283.62,28,1230,348438.00,
590106,BANK BEES   ,B ,Q,3170.00,3185.52,3166.59,3185.52,3185.52,3150.47,6,43,136320.00,
590107,KOTAK PSU BK,B ,Q,305.00,312.00,305.00,310.00,310.00,302.90,21,418,128821.00,
590108,PSUBNK BEES ,B ,Q,340.35,340.35,340.35,340.35,340.35,334.76,1,5000,1701750.00,
590113,HNGSNG BEES ,E ,Q,2806.00,2806.00,2806.00,2806.00,2806.00,3023.94,1,1,2806.00,
590126,GRADIENTE   ,XT,Q,1.63,1.63,1.63,1.63,1.63,1.60,6,9400,15322.00,
590134,MADRASFERT  ,B ,Q,25.55,25.70,24.70,24.85,25.00,25.35,121,16959,428412.00,
700087,MUKUND CRPS ,F ,P,6.50,7.50,6.50,6.50,6.50,6.50,4,53,354.00,
717502,JSW NCPS    ,F ,P,3.55,3.56,3.55,3.55,3.55,3.54,3,896,3184.00,
717503,ZEE NCPS    ,F ,P,5.21,5.30,5.06,5.30,5.30,5.28,219,7295859,37715615.00,
800253,SGB2016II   ,G ,B,3020.00,3020.00,3020.00,3020.00,3020.00,3069.00,2,50,151000.00,
800254,SGBAUG24    ,G ,B,3053.05,3057.05,3053.05,3057.05,3057.05,3079.71,2,11,33615.00,
800259,SGB2016IIIA ,G ,B,3015.00,3030.00,3015.00,3022.00,3022.00,3035.05,3,25,75520.00,
800264,662GOI2051  ,G ,B,92.20,92.20,92.20,92.20,92.20,87.45,3,33000,3042600.00,
800265,SGB2016IV   ,G ,B,3015.00,3015.00,3015.00,3015.00,3015.00,3020.00,1,10,30150.00,
800270,SGBOCT25    ,G ,B,2955.00,2955.00,2955.00,2955.00,2955.00,3031.00,1,50,147750.00,
890144,TATASTEELPP ,A ,Q,66.00,66.00,63.00,63.70,63.70,63.45,738,151813,9668984.00,
890145,IBVENTUREPP ,B ,Q,155.05,159.00,150.40,150.90,150.40,167.10,181,20999,3207736.00,
934917,1075STF20   ,F ,D,1029.49,1029.49,1029.49,1029.49,1029.49,1030.00,1,20,20589.00,
935016,IIFLHFL202  ,F ,D,1008.00,1008.00,1008.00,1008.00,1008.00,1008.00,3,102,102816.00,
935088,12ECL20I    ,F ,D,1009.00,1009.00,1008.00,1008.05,1008.00,1009.50,4,42,42356.00,
935092,0ECL20III   ,F ,D,1800.00,1800.00,1800.00,1800.00,1800.00,1800.00,1,25,45000.00,
935114,0MFL20L     ,F ,D,1690.00,1690.00,1690.00,1690.00,1690.00,1690.10,1,200,338000.00,
935134,957STFC19   ,F ,D,1002.00,1002.00,1002.00,1002.00,1002.00,998.00,3,101,101202.00,
935142,0STFC2021   ,F ,D,1751.00,1762.00,1751.00,1762.00,1762.00,1748.10,3,3,5264.00,
935217,0MFL2021    ,F ,D,1736.00,1787.00,1701.00,1744.01,1701.01,1660.00,8,1100,1916722.00,
935288,1072SREI19F ,F ,D,961.00,961.00,961.00,961.00,961.00,964.50,1,20,19220.00,
935290,1125SREI19G ,F ,D,989.00,989.00,989.00,989.00,989.00,990.00,5,123,121647.00,
935310,BLUENCDSR3  ,F ,D,9.96,10.99,9.96,10.99,10.99,12.00,2,2006,22039.00,
935321,990IFCI24F  ,F ,D,1018.00,1018.00,1017.00,1017.00,1017.00,1014.00,11,529,538157.00,
935345,0MFL21      ,F ,D,1625.00,1625.00,1625.00,1625.00,1625.00,1625.00,1,5,8125.00,
935365,0ECL20      ,F ,D,1530.00,1530.00,1530.00,1530.00,1530.00,1506.00,4,40,61200.00,
935383,849NTPC25   ,F ,D,12.87,12.94,12.86,12.94,12.94,12.88,29,15138,195589.00,
935435,0MFL2022K   ,F ,D,1451.05,1500.00,1451.05,1500.00,1500.00,1460.00,3,14,20510.00,
935461,1025SREI20  ,F ,D,980.00,980.00,980.00,980.00,980.00,967.00,2,25,24500.00,
935463,1075SREI20  ,F ,D,970.00,970.00,968.00,968.00,968.00,969.00,14,354,342862.00,
935502,0MFL2022    ,F ,D,1486.55,1486.55,1486.55,1486.55,1486.55,1371.06,1,140,208117.00,
935540,714REC25    ,F ,D,1065.00,1066.11,1065.00,1066.11,1066.11,1060.30,3,30,31972.00,
935572,732IRFC25   ,F ,D,1090.00,1090.00,1090.00,1090.00,1090.00,1098.98,1,168,183120.00,
935574,753IRFC30   ,F ,D,1149.45,1150.00,1149.45,1150.00,1150.00,1149.99,2,238,273699.00,
935576,750IRFC35   ,F ,D,1145.00,1145.00,1145.00,1145.00,1145.00,1160.00,9,791,905695.00,
935580,739NHAI26   ,F ,D,1074.00,1080.00,1074.00,1080.00,1080.00,1062.10,3,3,3229.00,
935582,735NHAI31   ,F ,D,1113.00,1113.00,1113.00,1113.00,1113.00,1115.45,1,100,111300.00,
935584,76NHAI31    ,F ,D,1131.80,1131.80,1131.80,1131.80,1131.80,1131.00,1,110,124498.00,
935616,753IREDA26  ,F ,D,1073.80,1073.80,1073.80,1073.80,1073.80,1071.50,1,56,60132.00,
935618,774IREDA31  ,F ,D,1142.00,1142.00,1142.00,1142.00,1142.00,1141.00,1,6,6852.00,
935666,769NHAI31   ,F ,D,1168.00,1170.00,1168.00,1170.00,1170.00,1164.00,4,62,72500.00,
935674,769HUDCO31  ,F ,D,1155.00,1155.01,1155.00,1155.01,1155.01,1157.04,3,4,4620.00,
935682,764IRFC31   ,F ,D,1159.90,1161.00,1158.00,1158.00,1158.00,1158.00,15,2121,2459565.00,
935752,9MMFSL26    ,F ,D,1006.00,1006.00,1003.00,1003.00,1003.00,1008.00,6,250,250800.00,
935760,MMFSL26A    ,F ,D,1235.00,1245.00,1235.00,1245.00,1245.00,1215.00,11,170,211550.00,
935788,10EHFL26    ,F ,D,1001.00,1010.00,1000.00,1000.00,1000.00,1000.00,6,182,182310.00,
935794,883DHFL19B  ,F ,D,964.99,964.99,964.99,964.99,964.99,919.15,1,34,32809.00,
935798,888DHFL21B  ,F ,D,600.00,649.00,600.00,629.99,629.99,648.00,4,47,29148.00,
935802,893DHFL26B  ,F ,D,575.79,575.79,560.00,560.00,560.00,530.00,2,2,1135.00,
935806,920DHFL19B  ,F ,D,930.00,960.00,930.00,948.80,945.00,903.73,38,678,642881.00,
935810,925DHFL21B  ,F ,D,560.01,655.00,560.01,645.25,641.01,560.00,19,308,189654.00,
935814,930DHFL26B  ,F ,D,636.00,636.00,507.00,535.00,535.00,530.00,10,337,185909.00,
935824,0DHFL26B    ,F ,D,718.00,740.00,718.00,740.00,740.00,625.50,9,129,94008.00,
935828,0DHFL19D    ,F ,D,904.00,922.00,904.00,914.00,922.00,900.00,2,9,8226.00,
935832,910DHFL19B  ,F ,D,958.00,958.00,810.00,903.30,895.00,799.20,41,849,768691.00,
935836,915DHFL21B  ,F ,D,589.99,650.00,589.99,650.00,650.00,580.00,10,324,204187.00,
935840,925DHFL23B  ,F ,D,509.00,534.00,509.00,534.00,534.00,509.00,17,615,324654.00,
935852,89IBHFL21B  ,F ,D,977.55,977.55,977.55,977.55,977.55,980.00,1,25,24438.00,
935856,865IBHFL26  ,F ,D,851.00,851.00,851.00,851.00,851.00,901.00,1,10,8510.00,
935896,960SIFL21   ,F ,D,955.00,955.00,940.00,940.00,940.00,961.00,3,43,40495.00,
935912,915RHFL27B  ,F ,D,620.00,621.00,602.00,621.00,621.00,600.00,5,136,83501.00,
935924,912SEFL20B  ,F ,D,950.00,950.00,950.00,950.00,950.00,970.00,2,12,11400.00,
935928,95SEFL20B   ,F ,D,960.00,960.00,960.00,960.00,960.00,935.00,1,25,24000.00,
935940,975SEFL22B  ,F ,D,904.98,904.98,870.00,870.00,870.00,870.00,4,50,44199.00,
935992,0SIFL20     ,F ,D,1180.00,1180.00,1180.00,1180.00,1180.00,1162.00,1,2,2360.00,
935994,912SIFL22   ,F ,D,916.00,916.00,916.00,916.00,916.00,950.00,1,2,1832.00,
935996,950SIFL22   ,F ,D,852.00,852.00,852.00,852.00,852.00,852.05,5,50,42600.00,
936004,875MFL22    ,F ,D,950.20,955.01,950.20,950.20,950.20,978.00,4,400,380176.00,
936008,875MFL20B   ,F ,D,999.00,999.00,999.00,999.00,999.00,999.00,2,45,44955.00,
936010,900MFL22A   ,F ,D,960.00,960.06,960.00,960.06,960.06,960.01,4,67,64322.00,
936028,10KFL20A    ,F ,D,960.00,960.00,960.00,960.00,960.00,990.00,2,100,96000.00,
936050,925SEFL22   ,F ,D,920.00,940.00,900.00,920.00,940.00,910.00,6,44,40140.00,
936062,950SEFL27   ,F ,D,930.00,930.00,930.00,930.00,930.00,940.00,1,10,9300.00,
936064,955SEFL27   ,F ,D,922.00,924.80,922.00,924.80,924.80,771.18,2,25,23092.00,
936080,10KFL22A    ,F ,D,990.00,990.00,980.00,985.00,985.00,980.00,13,556,547711.00,
936086,925KFL19A   ,F ,D,985.00,985.00,985.00,985.00,985.00,960.00,3,45,44325.00,
