SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
509220,PTL LTD     ,B ,Q,40.90,41.50,40.15,40.85,40.85,40.70,11,2573,104773.00,
509243,TVS SRICHAKR,B ,Q,2010.00,2024.70,1990.00,2000.00,2000.00,1997.00,13,136,272306.00,
509438,BENARES HOT ,XT,Q,1628.75,1628.75,1520.60,1525.05,1520.60,1564.95,18,111,170566.00,
509472,CRAVATEX    ,X ,Q,359.00,359.00,342.90,358.95,358.95,359.95,6,9,3182.00,
509480,BERGE PAINT ,A ,Q,327.65,331.05,327.00,328.60,328.60,327.50,550,42753,14070143.00,
509486,CAPRIHANS   ,X ,Q,53.25,56.90,53.25,54.65,54.50,52.80,9,771,41791.00,
509488,GRAPHITE IN.,A ,Q,413.00,427.45,407.40,420.50,420.50,411.80,4754,216163,90345291.00,
509496,ITDCEM      ,B ,Q,112.00,114.80,111.95,113.75,113.40,110.50,144,7535,855277.00,
509525,EMPIRE IND. ,X ,Q,708.50,709.90,695.00,703.95,698.00,699.75,55,745,522861.00,
509546,GRAVISS HOSP,X ,Q,17.00,17.00,16.70,16.70,16.70,17.55,3,513,8571.00,
509557,GARFIBRES   ,B ,Q,1174.20,1208.35,1174.20,1195.70,1186.00,1206.95,87,649,777771.00,
509567,GOA CARBON  ,B ,Q,386.75,406.35,366.00,395.95,395.95,385.85,1276,23673,9253318.00,
509597,HARDCASTLE  ,X ,Q,264.75,264.75,263.90,263.90,263.90,264.75,2,5,1320.00,
509631,HEG LIMITED ,A ,Q,1580.00,1658.75,1564.70,1621.65,1621.65,1592.30,3697,42002,67836203.00,
509635,HIND.COMPOSI,B ,Q,212.00,212.00,201.05,203.90,203.90,204.15,17,132,26857.00,
509675,HIL         ,B ,Q,1649.70,1660.65,1641.40,1649.55,1644.00,1655.05,119,436,721175.00,
509692,IND.CARD    ,T ,Q,101.00,101.05,101.00,101.05,101.05,106.00,5,188,18993.00,
509709,INT.CONVEYOR,X ,Q,27.80,27.80,25.00,25.95,25.95,26.30,10,160,4061.00,
509715,JAYSHRE TEA ,B ,Q,56.20,58.50,56.20,57.60,57.60,55.70,220,11659,668003.00,
509820,PAPERPROD   ,B ,Q,260.00,274.00,260.00,272.55,272.55,259.25,134,4533,1215858.00,
509835,PREMIER SYN.,X ,Q,8.01,8.01,8.01,8.01,8.01,7.86,5,23,184.00,
509874,SHALIMAR PAI,B ,Q,82.15,83.00,80.40,81.40,80.40,82.75,97,5195,423219.00,
509930,SUPREM IND  ,A ,Q,1083.85,1085.00,1075.10,1082.30,1082.00,1075.65,121,1144,1235971.00,
509966,VST INDUS.  ,A ,Q,3452.50,3500.00,3450.00,3498.25,3500.00,3477.40,23,97,336714.00,
510245,SWASTI VINAY,X ,Q,3.38,3.38,3.17,3.30,3.30,3.30,35,50755,167289.00,
511012,YAMINI INVES,XT,Q,0.22,0.22,0.22,0.22,0.22,0.23,5,2976,654.00,
511034,JINDAL DRILL,B ,Q,97.95,98.05,97.95,98.00,98.00,99.15,4,206,20188.00,
511064,APLAYA      ,X ,Q,0.80,0.80,0.80,0.80,0.80,0.77,59,116138,92910.00,
511066,SAKTHI FIN. ,X ,Q,18.00,18.00,18.00,18.00,18.00,17.55,5,480,8640.00,
511072,DEWAN H.FIN.,A ,Q,92.00,92.80,86.60,89.95,89.95,89.50,16943,3728837,333458127.00,
511076,SAT IND LTD ,X ,Q,37.25,37.35,36.60,37.10,37.10,37.00,60,12683,470337.00,
511092,JMDVL       ,X ,Q,5.88,5.88,5.88,5.88,5.88,5.88,1,10,58.00,
511108,SHIVA TEXYAM,B ,Q,127.60,130.00,127.60,130.00,130.00,130.10,7,141,18321.00,
511110,V.B.DESAI   ,X ,Q,6.51,6.52,6.51,6.52,6.52,6.85,4,415,2702.00,
511116,QUADRANT    ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.19,5,4500,900.00,
511131,KAMAN HSG   ,X ,Q,7.10,7.10,7.10,7.10,7.10,7.19,1,2,14.00,
511144,ASYAINFO    ,X ,Q,3.83,3.83,3.83,3.83,3.83,3.65,2,31,118.00,
511147,WALL ST.FIN.,X ,Q,27.25,28.40,25.85,27.05,26.30,28.40,26,1997,52661.00,
511196,CANFIN HOMES,A ,Q,350.10,350.10,336.70,346.10,345.05,349.20,561,41211,14124348.00,
511208,IL & FS INVE,B ,Q,5.23,5.72,5.21,5.21,5.21,5.48,346,88404,477010.00,
511218,SHRIRAM TRAN,A ,Q,1076.10,1112.95,1068.65,1105.75,1111.90,1075.20,2066,43097,47210097.00,
511243,CHOLAFIN    ,A ,Q,1456.10,1525.95,1456.10,1514.50,1514.50,1465.25,1448,37927,56988505.00,
511288,GRUH FINANCE,A ,Q,301.25,305.00,299.55,303.00,304.50,300.50,1517,26763,8094472.00,
511333,VLS FINANCE ,B ,Q,55.20,58.95,55.20,57.25,57.65,57.95,80,5346,305438.00,
511355,IND CEM CAP ,X ,Q,2.99,2.99,2.99,2.99,2.99,2.99,2,60,179.00,
511359,AD-MANUM FIN,X ,Q,15.25,16.00,15.25,15.30,15.30,16.05,4,301,4640.00,
511389,VIDEOCON IND,Z ,Q,1.91,2.00,1.86,1.94,1.93,1.95,55,41653,80148.00,
511411,SHRISTINFRA ,X ,Q,185.00,189.00,165.00,171.95,172.00,181.75,51,94,16191.00,
511413,CREST       ,B ,Q,109.00,109.80,104.70,107.05,109.00,110.00,33,830,89052.00,
511431,VAKRANGEE   ,A ,Q,45.00,45.15,42.10,42.70,42.70,44.65,3269,1859453,81219489.00,
511463,ALEXANDER   ,X ,Q,19.50,20.53,18.65,20.49,20.49,18.67,313,84996,1703741.00,
511473,IND.BANK MER,B ,Q,9.88,9.88,8.05,8.51,8.45,8.45,12,1260,10828.00,
511501,BHARAT BHUSH,X ,Q,17.90,17.90,15.50,15.50,15.50,16.35,7,203,3169.00,
511505,CAPITAL TRUS,B ,Q,173.00,188.20,167.00,177.95,177.00,178.15,18,2125,385429.00,
511509,VIVO BIO TEC,X ,Q,34.50,38.10,34.50,35.40,35.40,34.50,17,2257,82186.00,
511523,VEERHEALTH  ,X ,Q,7.22,7.22,7.22,7.22,7.22,7.60,7,1280,9241.00,
511525,PAN INDIA C ,XT,Q,0.21,0.21,0.19,0.19,0.19,0.20,2,510,97.00,
511533,SAHARA HOUSG,X ,Q,34.55,34.55,34.55,34.55,34.55,34.55,1,50,1727.00,
511535,NDA SECURIT.,X ,Q,11.90,12.35,11.90,12.35,12.35,11.80,5,1700,20700.00,
511549,MORARKA FIN.,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,1,2,38.00,
511551,MONARCH     ,X ,Q,32.50,35.00,32.50,33.95,33.05,32.70,20,2988,100917.00,
511557,PRO FIN CAP.,X ,Q,34.25,34.25,34.25,34.25,34.25,34.90,8,11,376.00,
511559,TIMES GUARAN,T ,Q,36.50,36.50,36.50,36.50,36.50,35.65,1,100,3650.00,
511589,AVONMORE    ,X ,Q,14.49,14.95,14.13,14.60,14.85,14.25,69,86230,1253227.00,
511597,PALSOFT INFO,XT,Q,8.80,8.80,8.80,8.80,8.80,8.82,1,1,8.00,
511601,YASH MANAGE.,X ,Q,5.75,5.75,5.72,5.72,5.72,6.01,4,1000,5734.00,
511605,ARIHANT CAP.,X ,Q,62.75,62.75,60.10,60.75,60.30,62.65,28,3409,207922.00,
511611,DCM FINANCIA,B ,Q,0.87,0.87,0.87,0.87,0.87,0.86,3,100,87.00,
511618,JIK INDUS.  ,T ,Q,0.36,0.36,0.36,0.36,0.36,0.35,2,151,54.00,
511630,SAMBHAAV MED,B ,Q,4.25,4.28,3.81,4.22,4.28,4.05,5,194,740.00,
511658,NETTLINX LTD,X ,Q,36.50,36.50,34.15,35.60,35.95,35.20,98,52561,1848682.00,
511664,BGIL FL TEC ,XT,Q,1.73,1.73,1.73,1.73,1.73,1.65,2,18,31.00,
511672,SCANSTL     ,X ,Q,33.85,34.80,32.00,34.75,34.75,32.00,22,1212,39418.00,
511676,GIC HOUSING ,A ,Q,245.15,248.15,243.75,245.65,245.05,245.10,78,1667,409211.00,
511716,ESCORT FINAN,XT,Q,3.02,3.02,2.78,2.79,2.79,2.88,4,380,1105.00,
511724,BAID LEASING,X ,Q,75.95,76.00,73.70,75.40,75.70,74.85,6,1014,77006.00,
511726,VIPUL LTD   ,B ,Q,37.45,45.50,35.20,44.20,44.50,40.15,120,27087,1049781.00,
511742,UGROCAP     ,X ,Q,190.00,195.00,190.00,191.10,190.00,195.00,6,11,2101.00,
511754,SHALIB.FINAN,X ,Q,89.40,89.40,85.00,85.00,85.00,85.00,30,13850,1177470.00,
511764,UPASANA FIN.,X ,Q,45.40,45.40,41.15,42.90,42.90,42.60,51,31692,1359278.00,
511766,MUTHOOT CAP ,B ,Q,731.35,745.95,731.35,743.05,742.05,746.00,14,142,105209.00,
512018,CNI RES LTD ,XT,Q,2.05,2.25,2.05,2.25,2.25,2.15,15,1465,3136.00,
512047,ROYAL IND   ,X ,Q,1.52,1.52,1.52,1.52,1.52,1.60,2,105,159.00,
512068,DECCANGOLD  ,X ,Q,21.95,21.95,20.50,21.00,21.00,21.95,213,54807,1154592.00,
512070,UPL         ,A ,Q,1010.00,1037.85,1010.00,1035.05,1033.70,1015.55,1137,50932,52593773.00,
512093,CRANES SOFTW,X ,Q,1.25,1.43,1.25,1.42,1.42,1.31,20,6807,9045.00,
512131,SIGNET IND  ,B ,Q,38.00,38.00,33.00,33.60,33.90,34.20,45,6063,204458.00,
512149,ADVANCE TECH,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,111,21.00,
512161,8KMILES     ,B ,Q,92.10,92.10,88.00,89.45,89.00,92.90,237,13786,1235931.00,
512165,ABANSENT    ,XT,Q,51.00,51.00,51.00,51.00,51.00,50.50,11,399,20349.00,
512175,VAMA INDS   ,X ,Q,8.80,8.80,7.80,8.44,8.44,8.41,23,7495,60437.00,
512179,SUNTECK REAL,A ,Q,476.05,478.90,462.15,470.90,470.90,475.50,1277,55973,26223277.00,
512217,PRISM MEDI  ,XT,Q,24.00,24.00,23.90,23.90,23.90,24.00,2,105,2510.00,
512229,VERITAS     ,XT,Q,53.25,55.35,53.25,55.35,55.35,54.30,12,4235,225843.00,
512237,JAI CORP LTD,A ,Q,111.85,113.90,110.50,112.50,112.50,111.25,1171,133999,15026308.00,
512247,ASHIRWAD CAP,X ,Q,3.50,3.50,3.30,3.40,3.41,3.33,44,51505,174987.00,
512257,SVARTCORP   ,X ,Q,3.92,4.12,3.85,4.02,4.04,3.88,53,3969,15667.00,
512267,MEDIA MATRIX,X ,Q,4.72,4.72,4.28,4.56,4.56,4.50,11,65245,298911.00,
512289,SHIRPUR GOLD,B ,Q,20.50,20.65,18.75,18.75,18.75,19.70,62,20151,389025.00,
512296,BHAGYA INL  ,B ,Q,26.10,27.00,26.10,27.00,27.00,26.70,4,164,4383.00,
512359,SWORDEDGE   ,XT,Q,8.33,8.33,8.33,8.33,8.33,7.99,1,11,91.00,
512379,CRESSANDA SO,X ,Q,0.19,0.20,0.19,0.20,0.20,0.20,6,1578,304.00,
512381,STARTECK    ,XT,Q,22.60,22.60,21.40,22.00,22.00,22.50,9,6800,150673.00,
512393,SHARDUL SECU,X ,Q,50.70,50.70,50.70,50.70,50.70,50.55,1,2,101.00,
512425,NIRAV COMMER,X ,Q,192.05,192.05,191.00,191.35,191.00,200.95,2,3,574.00,
512437,APOLLO FIN I,X ,Q,47.60,51.00,47.60,51.00,51.00,49.90,5,200,9882.00,
512453,SHRI JAGDAMB,X ,Q,202.00,202.00,198.10,199.75,200.00,208.00,26,2277,455427.00,
512455,LLOYDS MET E,X ,Q,10.50,10.50,9.06,9.90,9.90,9.59,86,159310,1514646.00,
512477,BETEX INDIA ,X ,Q,24.65,24.65,24.65,24.65,24.65,25.90,1,5,123.00,
512493,GARNET INTL ,X ,Q,42.55,42.55,42.55,42.55,42.55,42.55,1,5,212.00,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,100,49.00,
512519,DONEAR IND. ,B ,Q,38.25,39.65,35.50,36.90,36.90,38.00,22,1060,39751.00,
512527,SUPER SAL IN,X ,Q,369.00,373.50,368.80,372.95,373.50,381.95,7,181,66800.00,
512529,SEQUENT     ,B ,Q,69.45,69.85,68.90,69.65,69.85,69.45,585,51698,3577169.00,
512531,STC INDIA   ,B ,Q,115.60,117.90,114.65,116.35,116.35,115.40,225,11007,1281809.00,
512553,ZENITH EXP. ,T ,Q,59.00,59.00,59.00,59.00,59.00,62.10,1,1,59.00,
512559,KOHINORFOODS,B ,Q,25.60,25.65,25.20,25.25,25.25,25.80,27,3302,83799.00,
512573,AVANTI FEEDS,A ,Q,353.50,365.00,348.45,359.95,364.00,352.10,1515,51185,18338655.00,
512587,ZODIAC JRD  ,B ,Q,38.75,38.75,34.20,38.45,38.60,37.95,4,630,24208.00,
512599,ADANI ENTER ,A ,Q,150.00,154.10,148.60,153.50,153.50,149.75,1990,393329,59657258.00,
512604,HARIA EXPORT,X ,Q,1.72,1.72,1.72,1.72,1.72,1.72,1,9,15.00,
512608,BHANDARI HOS,B ,Q,1.83,1.98,1.71,1.76,1.71,1.75,24,6126,10875.00,
512634,SAVERA IND  ,X ,Q,60.00,60.00,55.00,55.10,55.10,58.35,70,14198,797500.00,
513010,TATA SPONGE ,B ,Q,711.00,711.00,701.15,706.85,706.85,706.00,139,2992,2108721.00,
513023,NAV BHAR VEN,A ,Q,95.55,98.30,95.50,97.45,96.60,94.70,172,19183,1871243.00,
513059,G.S.AUTO INT,X ,Q,5.71,6.10,5.30,5.85,5.85,6.05,45,19268,109291.00,
513097,SHIV.BIMETAL,X ,Q,112.00,112.75,109.00,111.10,111.45,110.25,131,11838,1308970.00,
513108,GANDHI SP.TU,B ,Q,399.00,399.00,399.00,399.00,399.00,401.05,2,20,7980.00,
513117,AMFORGE IND.,X ,Q,1.26,1.26,1.26,1.26,1.26,1.32,2,508,640.00,
513121,ORICON ENT  ,B ,Q,22.85,22.95,21.90,22.10,21.90,22.90,86,8658,193222.00,
513142,BALASORE    ,X ,Q,16.70,17.35,15.80,16.55,16.60,16.75,188,36676,608002.00,
513179,NAT STL AGRO,B ,Q,4.20,4.20,3.66,3.98,3.98,3.84,5,230,876.00,
513216,UTTAM GALVA ,B ,Q,9.20,9.20,8.90,9.01,9.01,9.29,62,13959,125754.00,
513228,PENNAR STEEL,B ,Q,36.75,36.75,36.10,36.50,36.50,36.95,52,7079,257273.00,
513252,JAY USHIN   ,XT,Q,291.25,291.25,291.00,291.05,291.05,306.00,11,244,71032.00,
513262,ST.STR.WHEEL,B ,Q,799.90,799.90,780.00,784.00,784.00,791.05,51,214,167629.00,
513269,MAN IND.(I) ,B ,Q,55.45,56.30,55.10,55.35,55.35,56.50,63,5298,295321.00,
513291,PREM PIPES  ,XT,Q,10.21,10.21,10.21,10.21,10.21,10.41,1,2,20.00,
513295,IMEC        ,X ,Q,1.87,1.87,1.87,1.87,1.87,1.79,2,20,37.00,
513335,METALFORGE  ,B ,Q,6.01,6.75,6.01,6.61,6.75,6.50,74,4797,31398.00,
513349,AJMERA      ,B ,Q,173.30,174.05,171.45,172.35,171.70,174.80,64,1538,265956.00,
513353,COCHIN MIN. ,X ,Q,174.50,176.80,174.50,175.05,175.00,171.10,7,387,67720.00,
513359,PARINFRA    ,X ,Q,1.36,1.36,1.36,1.36,1.36,1.36,1,5,6.00,
513361,ISW LTD     ,X ,Q,1.01,1.01,0.91,0.95,0.95,0.99,52,42188,39964.00,
513369,RAJKUMAR FRG,X ,Q,30.05,31.90,28.90,29.25,29.25,30.40,10,780,23415.00,
513375,CARBORUNDUM ,A ,Q,364.85,365.00,358.10,359.25,359.25,367.90,97,848,306081.00,
513377,MINERAL&METL,A ,Q,26.15,26.15,24.70,24.90,24.90,25.05,521,273793,6832326.00,
513401,ASHIANA ISP.,X ,Q,23.00,23.00,23.00,23.00,23.00,24.15,1,200,4600.00,
513414,SMPL        ,T ,Q,0.45,0.45,0.41,0.41,0.41,0.43,5,17017,6977.00,
513434,TATA METALIK,A ,Q,599.10,601.50,597.00,597.60,597.00,595.50,45,612,366458.00,
513436,SHAH ALLOYS ,B ,Q,14.50,14.50,14.30,14.50,14.30,15.40,20,1210,17543.00,
513446,MONNETISPA  ,B ,Q,20.10,20.65,19.50,19.70,19.70,20.05,59,15216,306192.00,
513456,KANISHK ST. ,XT,Q,7.90,7.90,7.90,7.90,7.90,7.90,1,50,395.00,
513472,SIMPLEX CAST,X ,Q,50.45,50.45,50.00,50.10,50.00,50.35,6,375,18861.00,
513509,KALYANI FORG,T ,Q,263.10,263.15,263.10,263.15,263.15,276.90,15,902,237356.00,
513511,PANCH.STEEL ,X ,Q,32.00,32.90,28.85,30.00,30.00,30.10,4,601,18975.00,
513513,ADITYA ISPAT,X ,Q,6.50,6.50,6.50,6.50,6.50,6.35,2,88727,576725.00,
513517,STEELCAST   ,X ,Q,150.00,155.60,150.00,152.90,150.00,150.00,16,9465,1451811.00,
513519,PITTIENG    ,B ,Q,44.00,45.00,43.75,43.75,43.75,43.95,35,3328,147110.00,
513528,GLITTEK GRAN,X ,Q,1.73,1.73,1.73,1.73,1.73,1.65,4,2000,3460.00,
513548,SHARDA ISPAT,XT,Q,69.30,69.30,69.30,69.30,69.30,66.00,1,100,6930.00,
513554,MAHA STEEL  ,B ,Q,219.80,221.00,211.50,214.50,214.75,211.45,24,1666,354933.00,
513558,REAL STRIPS ,X ,Q,11.89,12.78,11.89,12.78,12.78,12.51,3,96,1221.00,
513566,NOVA IRON&ST,XT,Q,7.45,7.80,7.08,7.80,7.80,7.45,7,589,4465.00,
513579,FOUNDRY FUEL,Z ,Q,3.55,3.55,3.55,3.55,3.55,3.59,2,2,7.00,
513599,HIND.COPPER ,A ,Q,42.00,42.30,41.40,42.15,42.15,41.70,315,67133,2813362.00,
513605,SRIPIPES    ,B ,Q,172.60,181.00,172.60,174.80,174.80,174.50,709,284712,49874107.00,
513642,AXEL POLYMER,XT,Q,10.75,10.75,10.75,10.75,10.75,10.75,2,1000,10750.00,
513683,NLCINDIA    ,A ,Q,65.15,65.20,64.80,64.95,64.95,64.95,99,12393,805495.00,
513691,JMT AUTO LTD,B ,Q,2.04,2.04,2.04,2.04,2.04,2.14,3,5000,10200.00,
513693,KIC METALIKS,X ,Q,63.00,66.75,62.15,66.60,62.15,67.00,9,2154,143459.00,
513709,SHILP GRAVUR,X ,Q,94.50,94.50,90.05,92.15,93.50,93.55,40,1476,136063.00,
513713,WHITEORG    ,X ,Q,13.30,13.30,12.40,12.56,12.55,13.69,481,150537,1903351.00,
513729,ARO GRANITE ,B ,Q,51.95,51.95,49.20,50.05,50.00,50.00,9,371,18514.00,
514028,RAJKAMAL SYN,XT,Q,4.87,4.87,4.87,4.87,4.87,4.96,2,60,292.00,
514030,DEEPAK SPINN,X ,Q,91.00,91.25,91.00,91.25,91.25,91.00,2,204,18614.00,
514034,JBF IND.LTD ,B ,Q,16.50,16.60,15.75,16.15,16.50,17.00,57,6543,105108.00,
514036,LOY.TEX MILL,X ,Q,360.00,379.00,355.15,379.00,379.00,380.00,5,46,16934.00,
514043,HIMAT.SEIDE ,B ,Q,183.00,183.00,169.50,172.50,172.50,174.95,747,466970,80146886.00,
514045,BSL LTD.    ,B ,Q,37.00,37.00,34.95,35.75,35.75,35.15,14,425,15103.00,
514087,PBM POLYTEX ,X ,Q,68.05,74.85,68.05,71.00,71.00,70.00,8,535,36645.00,
514118,ESKAY K'N'IT,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1,0.00,
514138,SURYALATA SP,X ,Q,151.50,151.50,151.50,151.50,151.50,153.00,3,80,12120.00,
514162,WELSPUN (I) ,A ,Q,55.25,55.80,53.80,55.10,55.10,55.05,1322,136338,7504748.00,
514165,IND.ACRYLICS,X ,Q,13.11,13.22,12.64,12.98,12.98,13.11,74,22070,286623.00,
514167,GANESH ECOSP,B ,Q,301.05,309.95,300.00,302.50,302.50,308.00,39,736,222553.00,
514171,CEETA IND.  ,XT,Q,4.19,4.19,4.18,4.19,4.19,4.40,47,2075,8692.00,
514175,VARDHMAN POL,T ,Q,5.33,5.80,5.32,5.37,5.37,5.60,15,2611,14696.00,
514183,BLA ROS IND ,X ,Q,57.50,62.25,54.80,58.90,59.50,56.95,771,158520,9556721.00,
514211,SUMEET INDUS,B ,Q,3.50,3.69,3.10,3.45,3.45,3.40,208,112390,396123.00,
514215,BINNY LTD.  ,X ,Q,117.00,124.00,117.00,118.00,118.00,116.80,12,564,66487.00,
514221,KLIFESTYLE  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,500,95.00,
514223,RAMGOPAL POL,T ,Q,1.71,1.71,1.71,1.71,1.71,1.80,1,300,513.00,
514234,SANGAM INDIA,B ,Q,55.55,55.55,55.50,55.50,55.50,57.05,2,101,5605.00,
514264,SEASONS TEXT,X ,Q,6.85,7.90,6.85,7.90,7.90,7.61,6,220,1522.00,
514266,ZENITH FIBRE,X ,Q,52.05,55.00,52.05,53.10,53.00,52.10,15,305,15983.00,
514272,BHILWARA SP.,X ,Q,16.50,16.62,16.25,16.59,16.50,15.84,26,9712,159803.00,
514274,AARVEE DENIM,B ,Q,22.50,22.50,22.00,22.00,22.00,22.60,8,885,19737.00,
514286,ASHIMA LTD. ,B ,Q,11.50,11.50,10.16,10.73,10.60,11.08,122,6907,73915.00,
514300,PIONEER EMB ,T ,Q,23.25,24.70,23.25,24.70,24.70,24.25,4,111,2725.00,
514302,VIPPY SPIN. ,X ,Q,39.00,39.50,39.00,39.50,39.50,39.00,3,312,12274.00,
514316,RAGHUVIR SYN,XT,Q,169.80,169.80,169.80,169.80,169.80,178.70,2,3,509.00,
514322,KAMADGIRI   ,X ,Q,84.90,84.90,81.00,81.00,81.00,76.55,6,21,1743.00,
514324,OMNITEX IND.,XT,Q,12.72,12.72,12.72,12.72,12.72,12.12,2,600,7632.00,
514326,PATSPIN INDI,B ,Q,8.10,9.98,8.10,8.93,9.00,8.66,17,760,6772.00,
514330,OVERSEAS SYN,X ,Q,2.76,2.76,2.76,2.76,2.76,2.90,1,40,110.00,
514332,NEOINFRA    ,XT,Q,29.00,29.00,29.00,29.00,29.00,28.00,3,310,8990.00,
514354,PREMIER POLY,B ,Q,25.85,25.85,24.95,24.95,24.95,23.65,4,30,758.00,
514358,EVERLON SYN.,X ,Q,14.23,14.23,14.10,14.10,14.10,14.18,6,417,5923.00,
514394,AJIL        ,B ,Q,32.50,32.50,32.50,32.50,32.50,33.15,10,1992,64740.00,
514418,MANORG      ,X ,Q,399.90,412.95,381.00,389.20,388.00,400.75,308,7216,2811623.00,
514428,HINDU.ADHESI,X ,Q,77.00,79.80,75.50,78.75,79.00,77.35,9,43,3386.00,
514448,JYOTI RESINS,X ,Q,157.35,157.35,157.35,157.35,157.35,160.55,4,17,2674.00,
514450,MAHA.RUBTECH,X ,Q,35.35,38.80,35.35,38.75,38.75,38.95,9,264,9893.00,
514470,WIMSOME TEXT,B ,Q,21.70,25.90,21.70,23.00,24.80,23.55,6,403,9212.00,
514474,FAIRDEAL FIL,X ,Q,95.50,97.85,95.40,97.85,97.85,99.10,3,146,13955.00,
515018,REG.CERAMIC ,T ,Q,2.55,2.55,2.44,2.44,2.44,2.55,2,550,1397.00,
515030,ASAHI IN.GLA,A ,Q,223.40,225.00,223.40,224.05,224.05,229.70,16,436,97765.00,
515037,MURD.CERAM  ,B ,Q,19.90,20.35,18.40,19.95,19.95,19.40,61,3949,76237.00,
515043,SAINT-GOBAIN,X ,Q,52.30,54.70,51.85,54.25,54.45,52.30,454,86564,4622927.00,
515055,ANANTRAJ    ,B ,Q,30.55,31.10,30.50,30.60,30.90,30.70,104,19330,594064.00,
515085,RESTILE CER.,X ,Q,2.89,2.89,2.56,2.65,2.65,2.65,42,6433,17498.00,
515127,RAMASIGNS   ,X ,Q,15.30,15.30,15.30,15.30,15.30,14.65,1,1,15.00,
515145,HIND.NAT.GLS,B ,Q,50.00,50.00,43.15,43.15,43.15,47.90,46,3497,151094.00,
515147,HALDYN GLASS,X ,Q,32.75,33.25,32.55,32.70,32.65,33.00,61,17444,571720.00,
516003,DUROPLY     ,X ,Q,77.85,77.85,70.00,70.65,70.65,71.00,4,202,14278.00,
516007,MANGALAM TIM,T ,Q,11.87,12.45,11.87,12.40,12.40,12.49,8,695,8461.00,
516016,SHREYANS IND,B ,Q,148.90,148.90,144.00,145.20,145.90,148.10,63,2133,310723.00,
516022,STAR PAPER  ,B ,Q,113.00,113.80,112.00,112.35,112.05,114.00,53,2368,266500.00,
516030,YASH PAPERS ,X ,Q,54.80,55.50,54.05,55.00,55.00,54.60,127,119216,6546638.00,
516062,NAT.PLYWOOD ,XT,Q,27.75,30.00,27.75,28.10,30.00,29.20,4,350,9825.00,
516064,ARROWGREEN  ,B ,Q,56.80,56.80,51.25,53.10,51.25,54.50,27,1358,73445.00,
516072,VISHNU CHEM ,B ,Q,142.25,143.60,136.25,140.45,140.00,142.10,19,738,103554.00,
516078,JUMBO BAG   ,Z ,Q,11.00,11.00,11.00,11.00,11.00,11.26,3,1029,11319.00,
516082,N.R.AGARWAL ,B ,Q,243.85,246.05,238.40,245.90,245.95,234.70,30,711,173854.00,
516086,SH.RAJES.PAP,XT,Q,8.28,8.28,8.28,8.28,8.28,7.90,4,1800,14904.00,
516092,3PLAND      ,T ,Q,9.50,9.50,9.50,9.50,9.50,9.45,1,45,427.00,
516096,SANGAL PAPER,XT,Q,113.10,119.10,113.10,115.00,115.00,119.05,32,3253,369823.00,
516106,SH.KARTHIK P,X ,Q,4.42,4.80,4.40,4.77,4.77,4.63,22,3729,16871.00,
516108,S.I.PAPER   ,XT,Q,77.05,77.05,77.00,77.00,77.00,77.05,6,1359,104643.00,
516110,SCANDENT    ,XT,Q,9.50,9.50,9.50,9.50,9.50,9.60,4,6300,59850.00,
517015,VINDHYA TELE,B ,Q,1410.20,1410.20,1386.60,1392.30,1391.00,1402.30,42,296,412680.00,
517035,RUTTONSHA IN,X ,Q,45.55,46.95,45.50,46.00,45.80,47.00,8,710,32755.00,
517041,ADORWELDING ,B ,Q,337.00,350.85,327.00,345.10,344.00,348.00,17,141,48790.00,
517044,INT.DATA MAN,XT,Q,10.00,10.21,10.00,10.21,10.21,10.22,2,4,40.00,
517059,SALZER ELEC ,B ,Q,141.80,141.80,134.05,134.85,134.50,138.70,17,241,32972.00,
517063,JETINFOTRAN ,X ,Q,32.60,41.30,32.60,40.70,41.00,34.45,114,34532,1398009.00,
517080,HIGHGROUND  ,B ,Q,4.20,4.46,3.66,4.00,4.00,4.06,436,207148,862563.00,
517096,APLAB LTD.  ,XT,Q,9.45,9.45,9.45,9.45,9.45,9.00,2,100,945.00,
517119,PCS TECH    ,X ,Q,6.90,6.90,6.64,6.79,6.79,6.98,14,4039,26843.00,
517146,USHA MART.LT,B ,Q,31.00,31.30,30.50,30.55,30.55,30.60,43,11458,353655.00,
517166,SPEL SEMICON,X ,Q,6.15,6.45,6.03,6.38,6.05,6.03,28,7068,43887.00,
517168,SUBROS LTD. ,B ,Q,251.10,253.90,245.20,252.75,250.10,249.65,121,2305,575144.00,
517174,HONEYWELL   ,A ,Q,25859.20,26490.00,25608.00,25874.10,25819.55,25890.45,24,31,803865.00,
517201,SWITCH.TECH.,XT,Q,56.95,56.95,56.85,56.85,56.85,54.30,2,334,19020.00,
517206,LUMAX IND   ,B ,Q,1386.65,1434.05,1359.60,1372.35,1372.35,1390.10,83,328,454161.00,
